City,Region,Population,link
Kaesong,Hwanghae-namdo,"193,000",https://www.worlddata.info/asia/north-korea/index.php
Hyesan,Yanggang-do,"174,000",https://www.worlddata.info/asia/north-korea/index.php
Anju,P'yongan-namdo,"168,000",https://www.worlddata.info/asia/north-korea/index.php
Kusong,P'yongan-bukto,"155,000",https://www.worlddata.info/asia/north-korea/index.php
Songnim,Hwanghae-bukto,"152,000",https://www.worlddata.info/asia/north-korea/index.php
P'yongsong,P'yongan-namdo,"100,000",https://www.worlddata.info/asia/north-korea/index.php
Hyesan-dong,Yanggang-do,"98,000",https://www.worlddata.info/asia/north-korea/index.php
Yuktae-dong,Hamgyong-namdo,"76,000",https://www.worlddata.info/asia/north-korea/index.php
Hongwon,Hamgyong-namdo,"71,000",https://www.worlddata.info/asia/north-korea/index.php
Najin,Rason,"66,000",https://www.worlddata.info/asia/north-korea/index.php
Ongjin,Hwanghae-namdo,"64,000",https://www.worlddata.info/asia/north-korea/index.php
Kilju,Hamgyong-bukto,"64,000",https://www.worlddata.info/asia/north-korea/index.php
Chaeryong-up,Hwanghae-namdo,"53,000",https://www.worlddata.info/asia/north-korea/index.php
Uiju,P'yongan-bukto,"50,000",https://www.worlddata.info/asia/north-korea/index.php
Hoeryong,Hamgyong-bukto,"44,000",https://www.worlddata.info/asia/north-korea/index.php
Sungho 1-tong,Pyongyang,"40,000",https://www.worlddata.info/asia/north-korea/index.php
Sunan,Pyongyang,"37,000",https://www.worlddata.info/asia/north-korea/index.php
Hwangju-up,Hwanghae-bukto,"36,000",https://www.worlddata.info/asia/north-korea/index.php
Muscat / Capital,Muhafazat Masqat,"630,000",https://www.worlddata.info/asia/oman/index.php
As Sib al Jadidah,Muhafazat Masqat,"238,000",https://www.worlddata.info/asia/oman/index.php
Salalah,Zufar,"163,000",https://www.worlddata.info/asia/oman/index.php
Bawshar,Muhafazat Masqat,"159,000",https://www.worlddata.info/asia/oman/index.php
Al Sohar,Al Batinah,"108,000",https://www.worlddata.info/asia/oman/index.php
As Suwayq,Al Batinah,"107,000",https://www.worlddata.info/asia/oman/index.php
`Ibri,Az Zahirah,"102,000",https://www.worlddata.info/asia/oman/index.php
Saham,Al Batinah,"89,000",https://www.worlddata.info/asia/oman/index.php
Barka',Al Batinah,"82,000",https://www.worlddata.info/asia/oman/index.php
Rustaq,Al Batinah,"79,000",https://www.worlddata.info/asia/oman/index.php
Al Buraymi,Al Buraimi,"74,000",https://www.worlddata.info/asia/oman/index.php
Nizwá,Muhafazat ad Dakhiliyah,"72,000",https://www.worlddata.info/asia/oman/index.php
Sur,Ash Sharqiyah,"71,000",https://www.worlddata.info/asia/oman/index.php
Bahla',Muhafazat ad Dakhiliyah,"54,000",https://www.worlddata.info/asia/oman/index.php
Sufalat Sama'il,Muhafazat ad Dakhiliyah,"48,000",https://www.worlddata.info/asia/oman/index.php
Izki,Muhafazat ad Dakhiliyah,"36,000",https://www.worlddata.info/asia/oman/index.php
Ibra',Ash Sharqiyah,"25,000",https://www.worlddata.info/asia/oman/index.php
Badiyah,Ash Sharqiyah,"18,000",https://www.worlddata.info/asia/oman/index.php
Khasab,Musandam,"18,000",https://www.worlddata.info/asia/oman/index.php
Yanqul,Az Zahirah,"17,000",https://www.worlddata.info/asia/oman/index.php
Al Qabil,Ash Sharqiyah,"14,000",https://www.worlddata.info/asia/oman/index.php
Dib Dibba,Musandam,"5,000",https://www.worlddata.info/asia/oman/index.php
Hayma',Al Wusta,"1,290",https://www.worlddata.info/asia/oman/index.php
Islamabad / Capital,Islamabad,"1,015,000",https://www.worlddata.info/asia/pakistan/index.php
Karachi,Sindh,"14,910,000",https://www.worlddata.info/asia/pakistan/index.php
Lahore,Punjab,"11,126,000",https://www.worlddata.info/asia/pakistan/index.php
Faisalabad,Punjab,"3,204,000",https://www.worlddata.info/asia/pakistan/index.php
Rawalpindi,Punjab,"2,098,000",https://www.worlddata.info/asia/pakistan/index.php
Gujranwala,Punjab,"2,027,000",https://www.worlddata.info/asia/pakistan/index.php
Peshawar,Khyber Pakhtunkhwa,"1,970,000",https://www.worlddata.info/asia/pakistan/index.php
Multan,Punjab,"1,872,000",https://www.worlddata.info/asia/pakistan/index.php
Hyderabad,Sindh,"1,733,000",https://www.worlddata.info/asia/pakistan/index.php
Quetta,Balochistan,"1,001,000",https://www.worlddata.info/asia/pakistan/index.php
Muzaffarabad,Azad Kashmir,"725,000",https://www.worlddata.info/asia/pakistan/index.php
Kotli,Azad Kashmir,"640,000",https://www.worlddata.info/asia/pakistan/index.php
Bhimbar,Azad Kashmir,"343,000",https://www.worlddata.info/asia/pakistan/index.php
Sukkur,Sindh,"336,000",https://www.worlddata.info/asia/pakistan/index.php
Mingora,Khyber Pakhtunkhwa,"280,000",https://www.worlddata.info/asia/pakistan/index.php
Larkana,Sindh,"270,000",https://www.worlddata.info/asia/pakistan/index.php
Mardan,Khyber Pakhtunkhwa,"246,000",https://www.worlddata.info/asia/pakistan/index.php
Gilgit,Gilgit-Baltistan,"10,000",https://www.worlddata.info/asia/pakistan/index.php
Ramallah / Capital,West Bank,"27,000",https://www.worlddata.info/asia/palestine/index.php
Gaza,Gaza Strip,"439,000",https://www.worlddata.info/asia/palestine/index.php
Hebron,West Bank,"159,000",https://www.worlddata.info/asia/palestine/index.php
Khan Yunis,Gaza Strip,"140,000",https://www.worlddata.info/asia/palestine/index.php
Nablus,West Bank,"124,000",https://www.worlddata.info/asia/palestine/index.php
Jabalya,Gaza Strip,"121,000",https://www.worlddata.info/asia/palestine/index.php
Rafah,Gaza Strip,"120,000",https://www.worlddata.info/asia/palestine/index.php
Dayr al Balah,Gaza Strip,"60,000",https://www.worlddata.info/asia/palestine/index.php
Bayt Lahya,Gaza Strip,"57,000",https://www.worlddata.info/asia/palestine/index.php
Tulkarm,West Bank,"44,000",https://www.worlddata.info/asia/palestine/index.php
Qalqilyah,West Bank,"43,000",https://www.worlddata.info/asia/palestine/index.php
Jericho,West Bank,"20,000",https://www.worlddata.info/asia/palestine/index.php
Manila / Capital,Metro Manila,"1,847,000",https://www.worlddata.info/asia/philippines/index.php
Quezon City,Metro Manila,"2,960,000",https://www.worlddata.info/asia/philippines/index.php
Davao,Davao,"1,777,000",https://www.worlddata.info/asia/philippines/index.php
Cebu City,Central Visayas,"923,000",https://www.worlddata.info/asia/philippines/index.php
Zamboanga,Zamboanga Peninsula,"862,000",https://www.worlddata.info/asia/philippines/index.php
Taguig,Calabarzon,"805,000",https://www.worlddata.info/asia/philippines/index.php
Antipolo,Calabarzon,"776,000",https://www.worlddata.info/asia/philippines/index.php
Pasig City,Metro Manila,"755,000",https://www.worlddata.info/asia/philippines/index.php
Cagayan de Oro,Northern Mindanao,"676,000",https://www.worlddata.info/asia/philippines/index.php
Dasmariñas,Calabarzon,"659,000",https://www.worlddata.info/asia/philippines/index.php
Bacoor,Calabarzon,"601,000",https://www.worlddata.info/asia/philippines/index.php
General Santos,Soccsksargen,"594,000",https://www.worlddata.info/asia/philippines/index.php
Makati City,Metro Manila,"583,000",https://www.worlddata.info/asia/philippines/index.php
San Jose del Monte,Central Luzon,"574,000",https://www.worlddata.info/asia/philippines/index.php
Bacolod City,Western Visayas,"562,000",https://www.worlddata.info/asia/philippines/index.php
Calamba,Calabarzon,"454,000",https://www.worlddata.info/asia/philippines/index.php
Iloilo,Western Visayas,"448,000",https://www.worlddata.info/asia/philippines/index.php
Angeles City,Central Luzon,"412,000",https://www.worlddata.info/asia/philippines/index.php
Baguio,Cordillera,"345,000",https://www.worlddata.info/asia/philippines/index.php
Butuan,Caraga,"337,000",https://www.worlddata.info/asia/philippines/index.php
Cotabato,Bangsamoro,"299,000",https://www.worlddata.info/asia/philippines/index.php
Malolos,Central Luzon,"235,000",https://www.worlddata.info/asia/philippines/index.php
Pagadian,Zamboanga Peninsula,"187,000",https://www.worlddata.info/asia/philippines/index.php
Legaspi,Bicol,"179,000",https://www.worlddata.info/asia/philippines/index.php
Koronadal,Soccsksargen,"158,000",https://www.worlddata.info/asia/philippines/index.php
Tuguegarao City,Cagayan Valley,"139,000",https://www.worlddata.info/asia/philippines/index.php
Calapan,Mimaropa,"124,000",https://www.worlddata.info/asia/philippines/index.php
Baybay,Eastern Visayas,"103,000",https://www.worlddata.info/asia/philippines/index.php
San Fernando,Ilocos,"83,000",https://www.worlddata.info/asia/philippines/index.php
Doha / Capital,Baladiyat ad Dawhah,"587,000",https://www.worlddata.info/asia/qatar/index.php
Ar Rayyan,Baladiyat ar Rayyan,"606,000",https://www.worlddata.info/asia/qatar/index.php
Al-Wakrah,Al Wakrah,"299,000",https://www.worlddata.info/asia/qatar/index.php
Al-Khoor,Al Khawr,"202,000",https://www.worlddata.info/asia/qatar/index.php
Umm Salal Muhammad,Baladiyat Umm Salal,"29,000",https://www.worlddata.info/asia/qatar/index.php
Ash Shahaniyah,Baladiyat ar Rayyan,"8,380",https://www.worlddata.info/asia/qatar/index.php
Dukhan,Baladiyat ar Rayyan,"7,250",https://www.worlddata.info/asia/qatar/index.php
Umm Sa'id,Al Wakrah,"5,770",https://www.worlddata.info/asia/qatar/index.php
Madinat ash Shamal,Madinat ash Shamal,"5,270",https://www.worlddata.info/asia/qatar/index.php
Al Wukayr,Al Wakrah,"5,150",https://www.worlddata.info/asia/qatar/index.php
Ar Ru’ays,Madinat ash Shamal,"3,330",https://www.worlddata.info/asia/qatar/index.php
Umm Bab,"","2,500",https://www.worlddata.info/asia/qatar/index.php
Al Ghuwayriyah,"","2,330",https://www.worlddata.info/asia/qatar/index.php
Al Jumayliyah,"","1,790",https://www.worlddata.info/asia/qatar/index.php
Fuwayrit,Madinat ash Shamal,"1,330",https://www.worlddata.info/asia/qatar/index.php
Riyadh / Capital,Ar Riyad,"7,677,000",https://www.worlddata.info/asia/saudi-arabia/index.php
Jeddah,Makkah,"3,976,000",https://www.worlddata.info/asia/saudi-arabia/index.php
Mecca,Makkah,"2,042,000",https://www.worlddata.info/asia/saudi-arabia/index.php
Medina,Al Madinah al Munawwarah,"1,183,000",https://www.worlddata.info/asia/saudi-arabia/index.php
Dammam,Eastern Province,"903,000",https://www.worlddata.info/asia/saudi-arabia/index.php
Al Hufuf,Eastern Province,"661,000",https://www.worlddata.info/asia/saudi-arabia/index.php
Ta’if,Makkah,"580,000",https://www.worlddata.info/asia/saudi-arabia/index.php
Tabuk,Mintaqat Tabuk,"513,000",https://www.worlddata.info/asia/saudi-arabia/index.php
Buraydah,Al-Qassim,"467,000",https://www.worlddata.info/asia/saudi-arabia/index.php
Khamis Mushait,Mintaqat 'Asir,"388,000",https://www.worlddata.info/asia/saudi-arabia/index.php
Al Jubayl,Eastern Province,"338,000",https://www.worlddata.info/asia/saudi-arabia/index.php
Najran,Najran,"298,000",https://www.worlddata.info/asia/saudi-arabia/index.php
Al Mubarraz,Eastern Province,"285,000",https://www.worlddata.info/asia/saudi-arabia/index.php
Hayil,Mintaqat Ha'il,"267,000",https://www.worlddata.info/asia/saudi-arabia/index.php
Abha,Mintaqat 'Asir,"236,000",https://www.worlddata.info/asia/saudi-arabia/index.php
Yanbu al Bahr,Al Madinah al Munawwarah,"233,000",https://www.worlddata.info/asia/saudi-arabia/index.php
‘Ar‘ar,Northern Borders,"167,000",https://www.worlddata.info/asia/saudi-arabia/index.php
Unayzah,Al-Qassim,"153,000",https://www.worlddata.info/asia/saudi-arabia/index.php
Sekaka,Al Jawf,"150,000",https://www.worlddata.info/asia/saudi-arabia/index.php
Jizan,Jizan,"128,000",https://www.worlddata.info/asia/saudi-arabia/index.php
Al Qurrayyat,Al Jawf,"116,000",https://www.worlddata.info/asia/saudi-arabia/index.php
Al Bahah,Mintaqat al Bahah,"88,000",https://www.worlddata.info/asia/saudi-arabia/index.php
Qalat Bishah,Mintaqat 'Asir,"82,000",https://www.worlddata.info/asia/saudi-arabia/index.php
Ar Rass,Al-Qassim,"82,000",https://www.worlddata.info/asia/saudi-arabia/index.php
Ash Shafa,Makkah,"72,000",https://www.worlddata.info/asia/saudi-arabia/index.php
,,,https://www.worlddata.info/asia/singapore/index.php
Seoul / Capital,Seoul,"9,734,000",https://www.worlddata.info/asia/south-korea/index.php
Busan,Busan,"3,412,000",https://www.worlddata.info/asia/south-korea/index.php
Incheon,Incheon,"2,923,000",https://www.worlddata.info/asia/south-korea/index.php
Daegu,Daegu,"2,446,000",https://www.worlddata.info/asia/south-korea/index.php
Daejeon,Daejeon,"1,531,000",https://www.worlddata.info/asia/south-korea/index.php
Gwangju,Gwangju,"1,490,000",https://www.worlddata.info/asia/south-korea/index.php
Suwon,Gyeonggi-do,"1,171,000",https://www.worlddata.info/asia/south-korea/index.php
Ulsan,Ulsan,"1,166,000",https://www.worlddata.info/asia/south-korea/index.php
Goyang,Gyeonggi-do,"1,073,000",https://www.worlddata.info/asia/south-korea/index.php
Seongnam,Gyeonggi-do,"994,000",https://www.worlddata.info/asia/south-korea/index.php
Bucheon,Gyeonggi-do,"851,000",https://www.worlddata.info/asia/south-korea/index.php
Jeonju,Jeollabuk-do,"711,000",https://www.worlddata.info/asia/south-korea/index.php
Ansan,Gyeonggi-do,"651,000",https://www.worlddata.info/asia/south-korea/index.php
Cheongju,Chungcheongbuk-do,"635,000",https://www.worlddata.info/asia/south-korea/index.php
Jeju,Jeju-do,"634,000",https://www.worlddata.info/asia/south-korea/index.php
Changwon,Gyeongsangnam-do,"550,000",https://www.worlddata.info/asia/south-korea/index.php
Pohang,Gyeongsangbuk-do,"500,000",https://www.worlddata.info/asia/south-korea/index.php
Cheonan,Chungcheongnam-do,"365,000",https://www.worlddata.info/asia/south-korea/index.php
Kimhae,Gyeongsangnam-do,"356,000",https://www.worlddata.info/asia/south-korea/index.php
Chinju,Gyeongsangnam-do,"307,000",https://www.worlddata.info/asia/south-korea/index.php
Yeosu,Jeollanam-do,"296,000",https://www.worlddata.info/asia/south-korea/index.php
Gumi,Gyeongsangbuk-do,"291,000",https://www.worlddata.info/asia/south-korea/index.php
Chuncheon,Gangwon-do,"210,000",https://www.worlddata.info/asia/south-korea/index.php
Hongsung,Chungcheongnam-do,"89,000",https://www.worlddata.info/asia/south-korea/index.php
Muan,Jeollanam-do,"76,000",https://www.worlddata.info/asia/south-korea/index.php
Colombo / Capital,Western,"753,000",https://www.worlddata.info/asia/sri-lanka/index.php
Galkissa,Western,"216,000",https://www.worlddata.info/asia/sri-lanka/index.php
Moratuwa,Western,"178,000",https://www.worlddata.info/asia/sri-lanka/index.php
Jaffna,Northern Province,"169,000",https://www.worlddata.info/asia/sri-lanka/index.php
Negombo,Western,"122,000",https://www.worlddata.info/asia/sri-lanka/index.php
Pita Kotte,Western,"118,000",https://www.worlddata.info/asia/sri-lanka/index.php
Sri Jayewardenepura Kotte,Western,"116,000",https://www.worlddata.info/asia/sri-lanka/index.php
Kandy,Central,"109,000",https://www.worlddata.info/asia/sri-lanka/index.php
Trincomalee,Eastern Province,"108,000",https://www.worlddata.info/asia/sri-lanka/index.php
Kalmunai,Eastern Province,"100,000",https://www.worlddata.info/asia/sri-lanka/index.php
Galle,Southern,"93,000",https://www.worlddata.info/asia/sri-lanka/index.php
Point Pedro,Northern Province,"90,000",https://www.worlddata.info/asia/sri-lanka/index.php
Batticaloa,Eastern Province,"87,000",https://www.worlddata.info/asia/sri-lanka/index.php
Valvedditturai,Northern Province,"78,000",https://www.worlddata.info/asia/sri-lanka/index.php
Matara,Southern,"76,000",https://www.worlddata.info/asia/sri-lanka/index.php
Dambulla,Central,"67,000",https://www.worlddata.info/asia/sri-lanka/index.php
Anuradhapura,North Central,"61,000",https://www.worlddata.info/asia/sri-lanka/index.php
Vavuniya,Northern Province,"60,000",https://www.worlddata.info/asia/sri-lanka/index.php
Ratnapura,Sabaragamuwa,"48,000",https://www.worlddata.info/asia/sri-lanka/index.php
Badulla,Uva,"48,000",https://www.worlddata.info/asia/sri-lanka/index.php
Puttalam,North Western,"46,000",https://www.worlddata.info/asia/sri-lanka/index.php
Kurunegala,North Western,"29,000",https://www.worlddata.info/asia/sri-lanka/index.php
Damascus / Capital,Dimashq,"2,354,000",https://www.worlddata.info/asia/syria/index.php
Aleppo,Aleppo,"1,800,000",https://www.worlddata.info/asia/syria/index.php
Homs,Homs,"775,000",https://www.worlddata.info/asia/syria/index.php
Hamah,Hama,"461,000",https://www.worlddata.info/asia/syria/index.php
Latakia,Latakia,"340,000",https://www.worlddata.info/asia/syria/index.php
Deir ez-Zor,Deir ez-Zor,"243,000",https://www.worlddata.info/asia/syria/index.php
Ar Raqqah,Ar-Raqqah,"178,000",https://www.worlddata.info/asia/syria/index.php
Al Bab,Aleppo,"131,000",https://www.worlddata.info/asia/syria/index.php
Idlib,Idlib,"129,000",https://www.worlddata.info/asia/syria/index.php
Douma,Rif-dimashq,"112,000",https://www.worlddata.info/asia/syria/index.php
Dar'a,Daraa,"98,000",https://www.worlddata.info/asia/syria/index.php
As Safirah,Aleppo,"96,000",https://www.worlddata.info/asia/syria/index.php
As Salamiyah,Hama,"95,000",https://www.worlddata.info/asia/syria/index.php
Tartouss,Tartus,"89,000",https://www.worlddata.info/asia/syria/index.php
Ath Thawrah,Ar-Raqqah,"88,000",https://www.worlddata.info/asia/syria/index.php
Al Hasakah,Al-Hasakah,"82,000",https://www.worlddata.info/asia/syria/index.php
Darayya,Rif-dimashq,"72,000",https://www.worlddata.info/asia/syria/index.php
Manbij,Aleppo,"69,000",https://www.worlddata.info/asia/syria/index.php
Jablah,Latakia,"66,000",https://www.worlddata.info/asia/syria/index.php
As Suwayda',As-Suwayda,"59,000",https://www.worlddata.info/asia/syria/index.php
Albu Kamal,Deir ez-Zor,"58,000",https://www.worlddata.info/asia/syria/index.php
At Tall,Rif-dimashq,"56,000",https://www.worlddata.info/asia/syria/index.php
Al Mayadin,Deir ez-Zor,"55,000",https://www.worlddata.info/asia/syria/index.php
Ar Rastan,Homs,"53,000",https://www.worlddata.info/asia/syria/index.php
Tadmur,Homs,"51,000",https://www.worlddata.info/asia/syria/index.php
An Nabk,Rif-dimashq,"49,000",https://www.worlddata.info/asia/syria/index.php
Al Qunaytirah,Quneitra,"36,000",https://www.worlddata.info/asia/syria/index.php
Taipei / Capital,Taipei,"2,646,000",https://www.worlddata.info/asia/taiwan/index.php
Taichung,Taiwan,"2,817,000",https://www.worlddata.info/asia/taiwan/index.php
Kaohsiung,Kaohsiung,"2,773,000",https://www.worlddata.info/asia/taiwan/index.php
Tainan,Taiwan,"771,000",https://www.worlddata.info/asia/taiwan/index.php
Banqiao,Taipei,"543,000",https://www.worlddata.info/asia/taiwan/index.php
Hsinchu,Taiwan,"404,000",https://www.worlddata.info/asia/taiwan/index.php
Taoyuan City,Taiwan,"402,000",https://www.worlddata.info/asia/taiwan/index.php
Keelung,Taiwan,"398,000",https://www.worlddata.info/asia/taiwan/index.php
