City,Region,Population,link
Rasht,Tabriz,"680,000",https://www.worlddata.info/asia/iran/index.php
Zahedan,Meszhed,"588,000",https://www.worlddata.info/asia/iran/index.php
Hamadan,Kermanshah,"554,000",https://www.worlddata.info/asia/iran/index.php
Kerman,Meszhed,"538,000",https://www.worlddata.info/asia/iran/index.php
Yazd,Meszhed,"530,000",https://www.worlddata.info/asia/iran/index.php
Ardabil,Tabriz,"529,000",https://www.worlddata.info/asia/iran/index.php
Arak,Kermanshah,"521,000",https://www.worlddata.info/asia/iran/index.php
Zanjan,Tabriz,"431,000",https://www.worlddata.info/asia/iran/index.php
Sanandaj,Tabriz,"413,000",https://www.worlddata.info/asia/iran/index.php
Qazvin,Tehran,"403,000",https://www.worlddata.info/asia/iran/index.php
Bandar 'Abbas,Isfahan,"352,000",https://www.worlddata.info/asia/iran/index.php
Gorgan,Tehran,"351,000",https://www.worlddata.info/asia/iran/index.php
Khorramshahr,Khuzestan,"331,000",https://www.worlddata.info/asia/iran/index.php
Khorramabad,Kermanshah,"330,000",https://www.worlddata.info/asia/iran/index.php
Sari,Tehran,"310,000",https://www.worlddata.info/asia/iran/index.php
Kashan,Isfahan,"304,000",https://www.worlddata.info/asia/iran/index.php
Baghdad / Capital,Mayorality of Baghdad,"8,127,000",https://www.worlddata.info/asia/iraq/index.php
Al Basrah,Basra Governorate,"1,327,000",https://www.worlddata.info/asia/iraq/index.php
Abu Ghurayb,Mayorality of Baghdad,"900,000",https://www.worlddata.info/asia/iraq/index.php
Erbil,Arbil,"853,000",https://www.worlddata.info/asia/iraq/index.php
As Sulaymaniyah,As Sulaymaniyah,"723,000",https://www.worlddata.info/asia/iraq/index.php
Mosul,Ninawa,"664,000",https://www.worlddata.info/asia/iraq/index.php
Kirkuk,Muhafazat Kirkuk,"601,000",https://www.worlddata.info/asia/iraq/index.php
An Najaf,An Najaf,"483,000",https://www.worlddata.info/asia/iraq/index.php
Karbala,Muhafazat Karbala',"434,000",https://www.worlddata.info/asia/iraq/index.php
An Nasiriyah,Dhi Qar,"400,000",https://www.worlddata.info/asia/iraq/index.php
Al `Amarah,Maysan,"323,000",https://www.worlddata.info/asia/iraq/index.php
Ad Diwaniyah,Al Qadisiyah,"319,000",https://www.worlddata.info/asia/iraq/index.php
Al Kut,Wasit,"315,000",https://www.worlddata.info/asia/iraq/index.php
Al Hillah,Babil,"290,000",https://www.worlddata.info/asia/iraq/index.php
Dihok,Dahuk,"284,000",https://www.worlddata.info/asia/iraq/index.php
Ramadi,Anbar,"275,000",https://www.worlddata.info/asia/iraq/index.php
Al Fallujah,Anbar,"190,000",https://www.worlddata.info/asia/iraq/index.php
Samarra',Salah ad Din Governorate,"159,000",https://www.worlddata.info/asia/iraq/index.php
As Samawah,Al Muthanná,"153,000",https://www.worlddata.info/asia/iraq/index.php
Baqubah,Diyala,"153,000",https://www.worlddata.info/asia/iraq/index.php
Sinah,Dahuk,"129,000",https://www.worlddata.info/asia/iraq/index.php
Az Zubayr,Basra Governorate,"123,000",https://www.worlddata.info/asia/iraq/index.php
Kufa,An Najaf,"110,000",https://www.worlddata.info/asia/iraq/index.php
Umm Qasr,Basra Governorate,"108,000",https://www.worlddata.info/asia/iraq/index.php
Al Faw,Basra Governorate,"105,000",https://www.worlddata.info/asia/iraq/index.php
Zaxo,Dahuk,"95,000",https://www.worlddata.info/asia/iraq/index.php
Ash Shatrah,Dhi Qar,"83,000",https://www.worlddata.info/asia/iraq/index.php
Al Hayy,Wasit,"78,000",https://www.worlddata.info/asia/iraq/index.php
Tikrit,Salah ad Din Governorate,"42,000",https://www.worlddata.info/asia/iraq/index.php
Jerusalem / Capital,Jerusalem,"892,000",https://www.worlddata.info/asia/israel/index.php
Tel Aviv,Tel Aviv,"441,000",https://www.worlddata.info/asia/israel/index.php
Haifa,Haifa,"280,000",https://www.worlddata.info/asia/israel/index.php
Rishon LeZiyyon,Central District,"249,000",https://www.worlddata.info/asia/israel/index.php
Petah Tiqwa,Central District,"238,000",https://www.worlddata.info/asia/israel/index.php
Ashdod,Southern District,"222,000",https://www.worlddata.info/asia/israel/index.php
Netanya,Central District,"212,000",https://www.worlddata.info/asia/israel/index.php
Holon,Tel Aviv,"192,000",https://www.worlddata.info/asia/israel/index.php
Beersheba,Southern District,"187,000",https://www.worlddata.info/asia/israel/index.php
Ramat Gan,Tel Aviv,"155,000",https://www.worlddata.info/asia/israel/index.php
Bené Beraq,Tel Aviv,"154,000",https://www.worlddata.info/asia/israel/index.php
Ashqelon,Southern District,"136,000",https://www.worlddata.info/asia/israel/index.php
Bat Yam,Tel Aviv,"129,000",https://www.worlddata.info/asia/israel/index.php
Bet Shemesh,Jerusalem,"112,000",https://www.worlddata.info/asia/israel/index.php
Kfar Saba,Central District,"81,000",https://www.worlddata.info/asia/israel/index.php
Ra'anana,Central District,"80,000",https://www.worlddata.info/asia/israel/index.php
Hadera,Haifa,"76,000",https://www.worlddata.info/asia/israel/index.php
Nazareth,Northern District,"65,000",https://www.worlddata.info/asia/israel/index.php
Ramla,Central District,"64,000",https://www.worlddata.info/asia/israel/index.php
Nahariya,Northern District,"51,000",https://www.worlddata.info/asia/israel/index.php
Qiryat Ata,Haifa,"49,000",https://www.worlddata.info/asia/israel/index.php
Modiin Ilit,Jerusalem,"49,000",https://www.worlddata.info/asia/israel/index.php
Qiryat Gat,Southern District,"47,000",https://www.worlddata.info/asia/israel/index.php
‘Akko,Northern District,"46,000",https://www.worlddata.info/asia/israel/index.php
Tokyo / Capital,Kantō,"13,960,000",https://www.worlddata.info/asia/japan/index.php
Yokohama,Kantō,"3,732,000",https://www.worlddata.info/asia/japan/index.php
Osaka,Kinki,"2,713,000",https://www.worlddata.info/asia/japan/index.php
Nagoya,Chūbu,"2,283,000",https://www.worlddata.info/asia/japan/index.php
Sapporo,Hokkaidō,"1,973,000",https://www.worlddata.info/asia/japan/index.php
Fukuoka,Kyūshū,"1,589,000",https://www.worlddata.info/asia/japan/index.php
Kawasaki,Kantō,"1,532,000",https://www.worlddata.info/asia/japan/index.php
Kobe,Kinki,"1,525,000",https://www.worlddata.info/asia/japan/index.php
Kyoto,Kinki,"1,465,000",https://www.worlddata.info/asia/japan/index.php
Saitama,Kantō,"1,290,000",https://www.worlddata.info/asia/japan/index.php
Hiroshima,Chūgoku,"1,199,000",https://www.worlddata.info/asia/japan/index.php
Sendai,Tōhoku,"1,082,000",https://www.worlddata.info/asia/japan/index.php
Sendai,Tōhoku,"1,063,000",https://www.worlddata.info/asia/japan/index.php
Chiba,Kantō,"973,000",https://www.worlddata.info/asia/japan/index.php
Kitakyushu,Kyūshū,"961,000",https://www.worlddata.info/asia/japan/index.php
Sakai,Kinki,"839,000",https://www.worlddata.info/asia/japan/index.php
Niigata,Chūbu,"810,000",https://www.worlddata.info/asia/japan/index.php
Hamamatsu,Chūbu,"798,000",https://www.worlddata.info/asia/japan/index.php
Kumamoto,Kyūshū,"741,000",https://www.worlddata.info/asia/japan/index.php
Okayama,Chūgoku,"719,000",https://www.worlddata.info/asia/japan/index.php
Shizuoka,Chūbu,"705,000",https://www.worlddata.info/asia/japan/index.php
Kagoshima,Kyūshū,"600,000",https://www.worlddata.info/asia/japan/index.php
Utsunomiya,Kantō,"519,000",https://www.worlddata.info/asia/japan/index.php
Matsuyama,Shikoku,"515,000",https://www.worlddata.info/asia/japan/index.php
Amman / Capital,Amman,"4,303,000",https://www.worlddata.info/asia/jordan/index.php
Zarqa,Zarqa,"1,365,000",https://www.worlddata.info/asia/jordan/index.php
Irbid,Irbid,"908,000",https://www.worlddata.info/asia/jordan/index.php
Russeifa,Zarqa,"482,000",https://www.worlddata.info/asia/jordan/index.php
Aqaba,Aqaba,"188,000",https://www.worlddata.info/asia/jordan/index.php
Wadi as Sir,Amman,"181,000",https://www.worlddata.info/asia/jordan/index.php
'Ajlun,Ajlun,"126,000",https://www.worlddata.info/asia/jordan/index.php
Madaba,Madaba,"82,000",https://www.worlddata.info/asia/jordan/index.php
As Salt,Balqa,"80,000",https://www.worlddata.info/asia/jordan/index.php
Ar Ramtha,Irbid,"75,000",https://www.worlddata.info/asia/jordan/index.php
Mafraq,Mafraq,"57,000",https://www.worlddata.info/asia/jordan/index.php
Ma'an,Ma’an,"50,000",https://www.worlddata.info/asia/jordan/index.php
Al Jubayhah,Amman,"47,000",https://www.worlddata.info/asia/jordan/index.php
Sahab,Amman,"40,000",https://www.worlddata.info/asia/jordan/index.php
Al Quwaysimah,Amman,"32,000",https://www.worlddata.info/asia/jordan/index.php
Jarash,Jerash,"27,000",https://www.worlddata.info/asia/jordan/index.php
At Tafilah,Tafielah,"25,000",https://www.worlddata.info/asia/jordan/index.php
Izra,Karak,"23,000",https://www.worlddata.info/asia/jordan/index.php
Qir Moav,Ma’an,"23,000",https://www.worlddata.info/asia/jordan/index.php
Karak City,Karak,"22,000",https://www.worlddata.info/asia/jordan/index.php
Judita,Irbid,"20,000",https://www.worlddata.info/asia/jordan/index.php
Aydun,Irbid,"18,000",https://www.worlddata.info/asia/jordan/index.php
Safi,Karak,"15,000",https://www.worlddata.info/asia/jordan/index.php
Petra,Ma’an,"14,000",https://www.worlddata.info/asia/jordan/index.php
Nursultan / Capital,Astana Qalasy,"1,030,000",https://www.worlddata.info/asia/kazakhstan/index.php
Almaty,Almaty Qalasy,"1,886,000",https://www.worlddata.info/asia/kazakhstan/index.php
Karagandy,Qaraghandy,"452,000",https://www.worlddata.info/asia/kazakhstan/index.php
Shymkent,Ongtüstik Qazaqstan,"414,000",https://www.worlddata.info/asia/kazakhstan/index.php
Taraz,Zhambyl,"358,000",https://www.worlddata.info/asia/kazakhstan/index.php
Pavlodar,Pavlodar,"334,000",https://www.worlddata.info/asia/kazakhstan/index.php
Ust-Kamenogorsk,East Kazakhstan,"332,000",https://www.worlddata.info/asia/kazakhstan/index.php
Kyzyl-Orda,Qyzylorda,"300,000",https://www.worlddata.info/asia/kazakhstan/index.php
Semey,East Kazakhstan,"293,000",https://www.worlddata.info/asia/kazakhstan/index.php
Aqtöbe,Aqtöbe,"262,000",https://www.worlddata.info/asia/kazakhstan/index.php
Kyzylorda,Qyzylorda,"241,000",https://www.worlddata.info/asia/kazakhstan/index.php
Petropavlovsk,Soltüstik Qazaqstan,"219,000",https://www.worlddata.info/asia/kazakhstan/index.php
Kostanay,Qostanay,"210,000",https://www.worlddata.info/asia/kazakhstan/index.php
Oral,Batys Qazaqstan,"200,000",https://www.worlddata.info/asia/kazakhstan/index.php
Taldyqorghan,Almaty Oblysy,"200,000",https://www.worlddata.info/asia/kazakhstan/index.php
Aktau,Mangghystau,"186,000",https://www.worlddata.info/asia/kazakhstan/index.php
Atyrau,Atyrau,"180,000",https://www.worlddata.info/asia/kazakhstan/index.php
Temirtau,Qaraghandy,"179,000",https://www.worlddata.info/asia/kazakhstan/index.php
Turkestan,Ongtüstik Qazaqstan,"168,000",https://www.worlddata.info/asia/kazakhstan/index.php
Taldykorgan,Almaty Oblysy,"146,000",https://www.worlddata.info/asia/kazakhstan/index.php
Ekibastuz,Pavlodar,"134,000",https://www.worlddata.info/asia/kazakhstan/index.php
Kokshetau,Aqmola,"124,000",https://www.worlddata.info/asia/kazakhstan/index.php
Rudnyy,Qostanay,"124,000",https://www.worlddata.info/asia/kazakhstan/index.php
Zhezqazghan,Qaraghandy,"104,000",https://www.worlddata.info/asia/kazakhstan/index.php
Zhanaozen,Mangghystau,"81,000",https://www.worlddata.info/asia/kazakhstan/index.php
Balqash,Qaraghandy,"81,000",https://www.worlddata.info/asia/kazakhstan/index.php
Sarkand,Almaty Oblysy,"77,000",https://www.worlddata.info/asia/kazakhstan/index.php
Baykonyr,Bayqongyr Qalasy,"70,000",https://www.worlddata.info/asia/kazakhstan/index.php
Kentau,Ongtüstik Qazaqstan,"57,000",https://www.worlddata.info/asia/kazakhstan/index.php
Kuwait City / Capital,Al Asimah,"2,989,000",https://www.worlddata.info/asia/kuwait/index.php
Al Ahmadi,Al Ahmadi,"637,000",https://www.worlddata.info/asia/kuwait/index.php
Hawalli,Muhafazat Hawalli,"164,000",https://www.worlddata.info/asia/kuwait/index.php
Al Farwaniyah,Al Farwaniyah,"87,000",https://www.worlddata.info/asia/kuwait/index.php
Al Fahahil,Al Ahmadi,"68,000",https://www.worlddata.info/asia/kuwait/index.php
Ar Riqqah,Al Ahmadi,"52,000",https://www.worlddata.info/asia/kuwait/index.php
Al Manqaf,Al Ahmadi,"39,000",https://www.worlddata.info/asia/kuwait/index.php
Al Jahra',Muhafazat al Jahra',"24,000",https://www.worlddata.info/asia/kuwait/index.php
Al Fintas,Al Ahmadi,"23,000",https://www.worlddata.info/asia/kuwait/index.php
Janub as Surrah,Al Farwaniyah,"18,000",https://www.worlddata.info/asia/kuwait/index.php
Al Mahbulah,Al Ahmadi,"18,000",https://www.worlddata.info/asia/kuwait/index.php
Ad Dasmah,Al Asimah,"18,000",https://www.worlddata.info/asia/kuwait/index.php
Az Zawr,Al Asimah,"5,750",https://www.worlddata.info/asia/kuwait/index.php
Al Funaytis,"","1,880",https://www.worlddata.info/asia/kuwait/index.php
Bishkek / Capital,Bishkek,"977,000",https://www.worlddata.info/asia/kyrgyzstan/index.php
Osh,Osh,"257,000",https://www.worlddata.info/asia/kyrgyzstan/index.php
Jalal-Abad,Jalal-Abad,"76,000",https://www.worlddata.info/asia/kyrgyzstan/index.php
Karakol,Ysyk-Köl,"70,000",https://www.worlddata.info/asia/kyrgyzstan/index.php
Tokmok,Chüy,"63,000",https://www.worlddata.info/asia/kyrgyzstan/index.php
Kara-Balta,Chüy,"63,000",https://www.worlddata.info/asia/kyrgyzstan/index.php
Naryn,Naryn,"52,000",https://www.worlddata.info/asia/kyrgyzstan/index.php
Uzgen,Osh,"40,000",https://www.worlddata.info/asia/kyrgyzstan/index.php
Balykchy,Ysyk-Köl,"40,000",https://www.worlddata.info/asia/kyrgyzstan/index.php
Talas,Talas,"35,000",https://www.worlddata.info/asia/kyrgyzstan/index.php
Kyzyl-Kyya,Osh,"32,000",https://www.worlddata.info/asia/kyrgyzstan/index.php
Bazar-Korgon,Jalal-Abad,"28,000",https://www.worlddata.info/asia/kyrgyzstan/index.php
Iradan,Batken,"26,000",https://www.worlddata.info/asia/kyrgyzstan/index.php
Tash-Kumyr,Jalal-Abad,"24,000",https://www.worlddata.info/asia/kyrgyzstan/index.php
Kant,Chüy,"20,000",https://www.worlddata.info/asia/kyrgyzstan/index.php
Toktogul,Jalal-Abad,"19,000",https://www.worlddata.info/asia/kyrgyzstan/index.php
Cholpon-Ata,Ysyk-Köl,"19,000",https://www.worlddata.info/asia/kyrgyzstan/index.php
Kara Suu,Osh,"18,000",https://www.worlddata.info/asia/kyrgyzstan/index.php
Isfana,Batken,"17,000",https://www.worlddata.info/asia/kyrgyzstan/index.php
Kyzyl-Suu,Ysyk-Köl,"17,000",https://www.worlddata.info/asia/kyrgyzstan/index.php
At-Bashi,Naryn,"15,000",https://www.worlddata.info/asia/kyrgyzstan/index.php
Suluktu,Batken,"15,000",https://www.worlddata.info/asia/kyrgyzstan/index.php
Nookat,"","14,000",https://www.worlddata.info/asia/kyrgyzstan/index.php
Khaydarkan,Batken,"12,000",https://www.worlddata.info/asia/kyrgyzstan/index.php
Kaindy,Chüy,"11,000",https://www.worlddata.info/asia/kyrgyzstan/index.php
Batken,Batken,"10,000",https://www.worlddata.info/asia/kyrgyzstan/index.php
Vientiane / Capital,Vientiane,"783,000",https://www.worlddata.info/asia/laos/index.php
Pakxé,Champasak,"88,000",https://www.worlddata.info/asia/laos/index.php
Savannakhét,Savannahkhét,"67,000",https://www.worlddata.info/asia/laos/index.php
Louangphabang,Louangphabang,"47,000",https://www.worlddata.info/asia/laos/index.php
Xam Nua,Houaphan,"39,000",https://www.worlddata.info/asia/laos/index.php
Muang Phônsavan,Xiangkhoang,"38,000",https://www.worlddata.info/asia/laos/index.php
Phonsavan,Xiangkhoang,"38,000",https://www.worlddata.info/asia/laos/index.php
Thakhèk,Khammouan,"26,000",https://www.worlddata.info/asia/laos/index.php
Muang Xay,Oudômxai,"25,000",https://www.worlddata.info/asia/laos/index.php
Vangviang,Vientiane,"25,000",https://www.worlddata.info/asia/laos/index.php
Muang Pakxan,Bolikhamxai,"22,000",https://www.worlddata.info/asia/laos/index.php
Ban Houakhoua,Bokèo,"16,000",https://www.worlddata.info/asia/laos/index.php
Không,Champasak,"15,000",https://www.worlddata.info/asia/laos/index.php
Phôngsali,Phôngsali,"14,000",https://www.worlddata.info/asia/laos/index.php
Sainyabuli,Xiagnabouli,"14,000",https://www.worlddata.info/asia/laos/index.php
Champasak,Champasak,"13,000",https://www.worlddata.info/asia/laos/index.php
Ban Houayxay,Bokèo,"13,000",https://www.worlddata.info/asia/laos/index.php
Muang Phôn-Hông,Vientiane,"10,000",https://www.worlddata.info/asia/laos/index.php
Salavan,Salavan,"5,520",https://www.worlddata.info/asia/laos/index.php
Lamam,Xékong,"4,460",https://www.worlddata.info/asia/laos/index.php
Attapu,Attapu,"4,300",https://www.worlddata.info/asia/laos/index.php
Ban Nahin,Bolikhamxai,"3,470",https://www.worlddata.info/asia/laos/index.php
Louang Namtha,Loungnamtha,"3,230",https://www.worlddata.info/asia/laos/index.php
Beirut / Capital,Beyrouth,"361,000",https://www.worlddata.info/asia/lebanon/index.php
Tripoli,Liban-Nord,"229,000",https://www.worlddata.info/asia/lebanon/index.php
Sidon,Liban-Sud,"164,000",https://www.worlddata.info/asia/lebanon/index.php
Tyre,Liban-Sud,"135,000",https://www.worlddata.info/asia/lebanon/index.php
Nabatîyé et Tahta,Nabatîyé,"120,000",https://www.worlddata.info/asia/lebanon/index.php
Habboûch,Nabatîyé,"98,000",https://www.worlddata.info/asia/lebanon/index.php
Djounie,Mont-Liban,"96,000",https://www.worlddata.info/asia/lebanon/index.php
Zahlé,Béqaa,"78,000",https://www.worlddata.info/asia/lebanon/index.php
Baalbek,Baalbek-Hermel,"31,000",https://www.worlddata.info/asia/lebanon/index.php
En Nâqoûra,Liban-Sud,"25,000",https://www.worlddata.info/asia/lebanon/index.php
Jbaïl,Mont-Liban,"21,000",https://www.worlddata.info/asia/lebanon/index.php
Bcharré,Liban-Nord,"20,000",https://www.worlddata.info/asia/lebanon/index.php
Batroûn,Liban-Nord,"11,000",https://www.worlddata.info/asia/lebanon/index.php
Baabda,Mont-Liban,"9,000",https://www.worlddata.info/asia/lebanon/index.php
Bhamdoûn el Mhatta,Mont-Liban,"5,000",https://www.worlddata.info/asia/lebanon/index.php
Ain Ebel,Nabatîyé,"2,000",https://www.worlddata.info/asia/lebanon/index.php
,,,https://www.worlddata.info/asia/macao/index.php
Kuala Lumpur / Capital,Kuala Lumpur,"1,839,000",https://www.worlddata.info/asia/malaysia/index.php
Putrajaya / seat of government,Putrajaya,"50,000",https://www.worlddata.info/asia/malaysia/index.php
Kampung Baru Subang,Selangor,"834,000",https://www.worlddata.info/asia/malaysia/index.php
Kuching,Sarawak,"570,000",https://www.worlddata.info/asia/malaysia/index.php
Johor Bahru,Johor,"519,000",https://www.worlddata.info/asia/malaysia/index.php
Ipoh,Perak,"483,000",https://www.worlddata.info/asia/malaysia/index.php
Kuantan,Pahang,"418,000",https://www.worlddata.info/asia/malaysia/index.php
Seremban,Negeri Sembilan,"386,000",https://www.worlddata.info/asia/malaysia/index.php
Kota Bharu,Kelantan,"332,000",https://www.worlddata.info/asia/malaysia/index.php
Klang,Selangor,"297,000",https://www.worlddata.info/asia/malaysia/index.php
Kota Kinabalu,Sabah,"253,000",https://www.worlddata.info/asia/malaysia/index.php
Kuala Terengganu,Terengganu,"246,000",https://www.worlddata.info/asia/malaysia/index.php
Taiping,Perak,"244,000",https://www.worlddata.info/asia/malaysia/index.php
George Town,Penang,"226,000",https://www.worlddata.info/asia/malaysia/index.php
Petaling Jaya,Selangor,"219,000",https://www.worlddata.info/asia/malaysia/index.php
Sandakan,Sabah,"203,000",https://www.worlddata.info/asia/malaysia/index.php
Sungai Petani,Kedah,"202,000",https://www.worlddata.info/asia/malaysia/index.php
Shah Alam,Selangor,"195,000",https://www.worlddata.info/asia/malaysia/index.php
Sibu,Sarawak,"193,000",https://www.worlddata.info/asia/malaysia/index.php
Malacca,Melaka,"181,000",https://www.worlddata.info/asia/malaysia/index.php
Batu Pahat,Johor,"156,000",https://www.worlddata.info/asia/malaysia/index.php
Miri,Sarawak,"154,000",https://www.worlddata.info/asia/malaysia/index.php
Tawau,Sabah,"147,000",https://www.worlddata.info/asia/malaysia/index.php
Kampung Pasir Gudang Baru,Johor,"146,000",https://www.worlddata.info/asia/malaysia/index.php
Kampung Sungai Ara,Penang,"141,000",https://www.worlddata.info/asia/malaysia/index.php
Bintulu,Sarawak,"141,000",https://www.worlddata.info/asia/malaysia/index.php
Alor Setar,Kedah,"136,000",https://www.worlddata.info/asia/malaysia/index.php
Victoria,Labuan,"74,000",https://www.worlddata.info/asia/malaysia/index.php
Kangar,Perlis,"64,000",https://www.worlddata.info/asia/malaysia/index.php
Malé / Capital,Maale,"222,000",https://www.worlddata.info/asia/maldives/index.php
Fuvahmulah,Gnyaviyani Atoll,"11,000",https://www.worlddata.info/asia/maldives/index.php
Hithadhoo,South Province,"9,930",https://www.worlddata.info/asia/maldives/index.php
Kulhudhuffushi,Haa Dhaalu Atoll,"9,500",https://www.worlddata.info/asia/maldives/index.php
Thinadhoo,Gaafu Dhaalu Atoll,"6,380",https://www.worlddata.info/asia/maldives/index.php
Naifaru,Lhaviyani Atoll,"5,040",https://www.worlddata.info/asia/maldives/index.php
Dhidhdhoo,Upper North,"3,040",https://www.worlddata.info/asia/maldives/index.php
Viligili,Gaafu Alifu Atoll,"2,930",https://www.worlddata.info/asia/maldives/index.php
Funadhoo,Shaviyani Atoll,"2,900",https://www.worlddata.info/asia/maldives/index.php
Eydhafushi,Baa Atoll,"2,810",https://www.worlddata.info/asia/maldives/index.php
Mahibadhoo,North Central,"2,160",https://www.worlddata.info/asia/maldives/index.php
Fonadhoo,Laamu Atoll,"1,770",https://www.worlddata.info/asia/maldives/index.php
Meedhoo,Seenu Atoll,"1,730",https://www.worlddata.info/asia/maldives/index.php
Manadhoo,Noonu Atoll,"1,580",https://www.worlddata.info/asia/maldives/index.php
Ugoofaaru,Raa Atoll,"1,580",https://www.worlddata.info/asia/maldives/index.php
Kudahuvadhoo,Dhaalu Atoll,"1,560",https://www.worlddata.info/asia/maldives/index.php
Veymandoo,Thaa Atoll,"1,100",https://www.worlddata.info/asia/maldives/index.php
Muli,Meemu Atoll,"1,010",https://www.worlddata.info/asia/maldives/index.php
Felidhoo,Vaavu Atoll,541,https://www.worlddata.info/asia/maldives/index.php
Ulaanbaatar / Capital,Ulaanbaatar,"1,516,000",https://www.worlddata.info/asia/mongolia/index.php
Erdenet,Orhon,"80,000",https://www.worlddata.info/asia/mongolia/index.php
Darhan,Darhan Uul,"74,000",https://www.worlddata.info/asia/mongolia/index.php
Khovd,Hovd,"31,000",https://www.worlddata.info/asia/mongolia/index.php
Ölgiy,Bayan-Ölgiy,"28,000",https://www.worlddata.info/asia/mongolia/index.php
Ulaangom,Uvs,"28,000",https://www.worlddata.info/asia/mongolia/index.php
Hovd,Övörhangay,"28,000",https://www.worlddata.info/asia/mongolia/index.php
Murun-kuren,Hövsgöl,"28,000",https://www.worlddata.info/asia/mongolia/index.php
Bayanhongor,Bayanhongor,"26,000",https://www.worlddata.info/asia/mongolia/index.php
Arvayheer,Övörhangay,"26,000",https://www.worlddata.info/asia/mongolia/index.php
Sühbaatar,Selenge,"24,000",https://www.worlddata.info/asia/mongolia/index.php
Bayanhongor,Bayanhongor,"23,000",https://www.worlddata.info/asia/mongolia/index.php
Saynshand,East Gobi Aymag,"20,000",https://www.worlddata.info/asia/mongolia/index.php
Dzüünharaa,Selenge,"19,000",https://www.worlddata.info/asia/mongolia/index.php
Zuunmod,Central Aimak,"18,000",https://www.worlddata.info/asia/mongolia/index.php
Bulgan,Bulgan,"17,000",https://www.worlddata.info/asia/mongolia/index.php
Uliastay,Dzabkhan,"16,000",https://www.worlddata.info/asia/mongolia/index.php
Baruun-Urt,Sühbaatar,"16,000",https://www.worlddata.info/asia/mongolia/index.php
Altai,Govi-Altay,"16,000",https://www.worlddata.info/asia/mongolia/index.php
Mandalgovi,Middle Govi,"15,000",https://www.worlddata.info/asia/mongolia/index.php
Dalandzadgad,Ömnögovĭ,"15,000",https://www.worlddata.info/asia/mongolia/index.php
Undurkhaan,Hentiy,"15,000",https://www.worlddata.info/asia/mongolia/index.php
Dzuunmod,Central Aimak,"15,000",https://www.worlddata.info/asia/mongolia/index.php
Choyr,Govi-Sumber,"9,900",https://www.worlddata.info/asia/mongolia/index.php
Tosontsengel,Dzabkhan,"9,530",https://www.worlddata.info/asia/mongolia/index.php
Harhorin,Övörhangay,"9,000",https://www.worlddata.info/asia/mongolia/index.php
Kharkhorin,Övörhangay,"8,980",https://www.worlddata.info/asia/mongolia/index.php
Tsetserleg,Arhangay,"5,880",https://www.worlddata.info/asia/mongolia/index.php
Choibalsan,East Aimak,23,https://www.worlddata.info/asia/mongolia/index.php
Kathmandu / Capital,Central Region,"976,000",https://www.worlddata.info/asia/nepal/index.php
Pokhara,Western Region,"255,000",https://www.worlddata.info/asia/nepal/index.php
Biratnagar,Eastern Region,"201,000",https://www.worlddata.info/asia/nepal/index.php
Patan,Central Region,"183,000",https://www.worlddata.info/asia/nepal/index.php
Bharatpur,Central Region,"144,000",https://www.worlddata.info/asia/nepal/index.php
Birgunj,Central Region,"136,000",https://www.worlddata.info/asia/nepal/index.php
Butwal,Western Region,"118,000",https://www.worlddata.info/asia/nepal/index.php
Dharan Bazar,Eastern Region,"116,000",https://www.worlddata.info/asia/nepal/index.php
Dhangadhi,Far Western,"102,000",https://www.worlddata.info/asia/nepal/index.php
Janakpur,Central Region,"94,000",https://www.worlddata.info/asia/nepal/index.php
Mahendranagar,Far Western,"88,000",https://www.worlddata.info/asia/nepal/index.php
Nepalgunj,Mid Western,"64,000",https://www.worlddata.info/asia/nepal/index.php
Bhairahawa,Western Region,"63,000",https://www.worlddata.info/asia/nepal/index.php
Gulariya,Mid Western,"53,000",https://www.worlddata.info/asia/nepal/index.php
Ithari,Eastern Region,"48,000",https://www.worlddata.info/asia/nepal/index.php
Tikapur,Far Western,"45,000",https://www.worlddata.info/asia/nepal/index.php
Tulsipur,Mid Western,"39,000",https://www.worlddata.info/asia/nepal/index.php
Rajbiraj,Eastern Region,"33,000",https://www.worlddata.info/asia/nepal/index.php
Birendranagar,Mid Western,"31,000",https://www.worlddata.info/asia/nepal/index.php
Tansen,Western Region,"24,000",https://www.worlddata.info/asia/nepal/index.php
Dipayal,Far Western,"23,000",https://www.worlddata.info/asia/nepal/index.php
Dhankuta,Eastern Region,"22,000",https://www.worlddata.info/asia/nepal/index.php
Pyongyang / Capital,Pyongyang,"3,222,000",https://www.worlddata.info/asia/north-korea/index.php
Chongjin,Hamgyong-bukto,"615,000",https://www.worlddata.info/asia/north-korea/index.php
Hamhung,Hamgyong-namdo,"614,000",https://www.worlddata.info/asia/north-korea/index.php
Namp’o,P'yongan-namdo,"455,000",https://www.worlddata.info/asia/north-korea/index.php
Hungnam,Hamgyong-namdo,"346,000",https://www.worlddata.info/asia/north-korea/index.php
Sinuiju,P'yongan-bukto,"334,000",https://www.worlddata.info/asia/north-korea/index.php
Wonsan,Kangwon-do,"328,000",https://www.worlddata.info/asia/north-korea/index.php
Sariwon,Hwanghae-bukto,"271,000",https://www.worlddata.info/asia/north-korea/index.php
Kanggye,Chagang-do,"252,000",https://www.worlddata.info/asia/north-korea/index.php
Haeju,Hwanghae-namdo,"242,000",https://www.worlddata.info/asia/north-korea/index.php
